EUR/USD,20090531 21:58:14.259,1.4131,1.41335
EUR/USD,20090531 21:58:14.268,1.4131,1.41333
EUR/USD,20090531 21:58:14.344,1.4131,1.41333
EUR/USD,20090531 21:58:16.271,1.41309,1.41329
EUR/USD,20090531 21:58:21.759,1.41327,1.41329
EUR/USD,20090531 21:58:21.760,1.41309,1.41329
EUR/USD,20090531 21:58:21.769,1.41331,1.41339
EUR/USD,20090531 21:58:22.510,1.41331,1.41337
EUR/USD,20090531 21:58:22.770,1.41322,1.41337
EUR/USD,20090531 21:58:51.057,1.41323,1.41337
EUR/USD,20090531 21:59:00.509,1.41324,1.41338
EUR/USD,20090531 21:59:00.510,1.41323,1.41338
EUR/USD,20090531 21:59:00.773,1.41326,1.41344
EUR/USD,20090531 21:59:00.932,1.41329,1.41344
EUR/USD,20090531 21:59:01.025,1.41331,1.41344
EUR/USD,20090531 21:59:01.270,1.41333,1.41347
EUR/USD,20090531 21:59:04.259,1.41333,1.41342
EUR/USD,20090531 21:59:04.260,1.41333,1.41347
EUR/USD,20090531 21:59:04.267,1.41333,1.41339
EUR/USD,20090531 21:59:04.271,1.41331,1.41339
EUR/USD,20090531 21:59:05.020,1.4133,1.41339
EUR/USD,20090531 21:59:05.272,1.41325,1.41339
EUR/USD,20090531 21:59:05.771,1.41322,1.41337
EUR/USD,20090531 21:59:13.773,1.41321,1.41329
EUR/USD,20090531 21:59:13.819,1.41312,1.41329
EUR/USD,20090531 21:59:28.924,1.41309,1.41329
EUR/USD,20090531 21:59:41.272,1.4131,1.41333
EUR/USD,20090531 21:59:51.098,1.4131,1.41334
EUR/USD,20090531 21:59:54.965,1.41315,1.41334
EUR/USD,20090531 21:59:55.289,1.41317,1.41337
EUR/USD,20090531 21:59:57.509,1.41317,1.41336
EUR/USD,20090531 21:59:57.520,1.41317,1.41319
EUR/USD,20090531 21:59:57.788,1.41313,1.41319
EUR/USD,20090531 22:00:04.019,1.41314,1.41319
EUR/USD,20090531 22:00:04.020,1.41311,1.41319
EUR/USD,20090531 22:00:04.040,1.41311,1.41323
EUR/USD,20090531 22:00:04.287,1.4132,1.41339
EUR/USD,20090531 22:00:06.759,1.4132,1.41336
EUR/USD,20090531 22:00:06.760,1.4132,1.41339
EUR/USD,20090531 22:00:06.771,1.41311,1.41319
EUR/USD,20090531 22:00:09.513,1.41311,1.41317
EUR/USD,20090531 22:00:09.526,1.41311,1.41317
EUR/USD,20090531 22:00:09.789,1.41302,1.41317
EUR/USD,20090531 22:00:11.790,1.41306,1.41317
EUR/USD,20090531 22:00:18.259,1.41306,1.41319
EUR/USD,20090531 22:00:18.271,1.41321,1.41326
EUR/USD,20090531 22:00:18.288,1.41323,1.41326
EUR/USD,20090531 22:00:18.304,1.41323,1.41331
EUR/USD,20090531 22:00:22.258,1.41323,1.41339
EUR/USD,20090531 22:00:22.259,1.41323,1.41331
EUR/USD,20090531 22:00:22.264,1.41323,1.41329
EUR/USD,20090531 22:00:22.289,1.41321,1.41329
EUR/USD,20090531 22:00:28.025,1.41321,1.41333
EUR/USD,20090531 22:00:28.288,1.41326,1.41339
EUR/USD,20090531 22:00:30.736,1.41323,1.41338
EUR/USD,20090531 22:00:31.290,1.4132,1.41334
EUR/USD,20090531 22:00:31.306,1.41311,1.41334
EUR/USD,20090531 22:00:34.258,1.41313,1.41334
EUR/USD,20090531 22:00:34.289,1.41313,1.41331
EUR/USD,20090531 22:00:37.789,1.41313,1.41334
EUR/USD,20090531 22:00:46.297,1.41313,1.4133
EUR/USD,20090531 22:00:49.288,1.41313,1.41331
EUR/USD,20090531 22:00:55.651,1.41313,1.41333
EUR/USD,20090531 22:01:03.013,1.41316,1.41333
EUR/USD,20090531 22:01:03.295,1.41321,1.41338
EUR/USD,20090531 22:01:04.759,1.41321,1.41351
EUR/USD,20090531 22:01:04.760,1.41321,1.41352
EUR/USD,20090531 22:01:04.789,1.41321,1.41349
EUR/USD,20090531 22:01:07.758,1.41321,1.41343
EUR/USD,20090531 22:01:07.796,1.41321,1.41337
EUR/USD,20090531 22:01:09.012,1.41318,1.41337
EUR/USD,20090531 22:01:09.291,1.41318,1.41333
EUR/USD,20090531 22:01:13.289,1.41318,1.41338
EUR/USD,20090531 22:01:13.789,1.41318,1.41343
EUR/USD,20090531 22:01:16.758,1.41328,1.4134
EUR/USD,20090531 22:01:16.764,1.41331,1.4134
EUR/USD,20090531 22:01:16.789,1.41332,1.4134
EUR/USD,20090531 22:01:16.956,1.41333,1.4134
EUR/USD,20090531 22:01:17.291,1.41334,1.4134
EUR/USD,20090531 22:01:18.760,1.41334,1.41348
EUR/USD,20090531 22:01:18.790,1.41339,1.41348
EUR/USD,20090531 22:01:19.012,1.41339,1.41356
EUR/USD,20090531 22:01:19.018,1.41339,1.41339
EUR/USD,20090531 22:01:19.295,1.41334,1.41339
EUR/USD,20090531 22:01:20.264,1.41334,1.41342
EUR/USD,20090531 22:01:20.292,1.41339,1.41344
EUR/USD,20090531 22:01:21.759,1.41339,1.41356
EUR/USD,20090531 22:01:21.767,1.41339,1.41349
EUR/USD,20090531 22:01:22.290,1.41332,1.41347
EUR/USD,20090531 22:01:22.510,1.41338,1.41347
EUR/USD,20090531 22:01:22.516,1.41341,1.41347
EUR/USD,20090531 22:01:22.792,1.41341,1.41349
EUR/USD,20090531 22:01:24.759,1.41341,1.41348
EUR/USD,20090531 22:01:24.766,1.41338,1.41339
EUR/USD,20090531 22:01:24.789,1.41333,1.41339
EUR/USD,20090531 22:01:24.829,1.41332,1.41339
EUR/USD,20090531 22:01:25.511,1.41331,1.41339
EUR/USD,20090531 22:01:25.523,1.4133,1.41339
EUR/USD,20090531 22:01:25.790,1.41308,1.41332
EUR/USD,20090531 22:01:26.259,1.41312,1.41332
EUR/USD,20090531 22:01:26.288,1.41312,1.41333
EUR/USD,20090531 22:01:26.759,1.41328,1.41333
EUR/USD,20090531 22:01:26.760,1.41314,1.41333
EUR/USD,20090531 22:01:26.765,1.41331,1.41333
EUR/USD,20090531 22:01:26.790,1.41331,1.41345
EUR/USD,20090531 22:01:28.768,1.4133,1.41345
EUR/USD,20090531 22:01:28.794,1.4133,1.41333
